lead_id,data_hora,funil,canal_origem,vendedor_id,turno_contato,turno_preferido,idade,escolaridade,renda_faixa,tempo_preenchimento_seg,objetivo_texto,hora_dia,dia_semana,mes,taxa_conv_funil,taxa_conv_vendedor,taxa_conv_vendedor_funil,volume_funil_dia,convertido,processing_timestamp
27733,2024-02-25T22:35:33.000Z,indicacao,google,v_34,tarde,tarde,32,superior,2k_5k,181,evoluir profissionalmente,22,1,2,0.2438997722095672,0.1770687237026648,0.2379862700228833,7765,0,2026-03-17T17:16:34.564Z
32932,2024-03-06T14:33:14.000Z,youtube_ads,instagram,v_55,manha,noite,32,superior,10k+,78,evoluir profissionalmente,14,4,3,0.1727831670993305,0.17476072314781993,0.18229166666666666,10378,0,2026-03-17T17:16:34.564Z
47188,2024-04-04T08:06:11.000Z,youtube_ads,indicacao,v_87,manha,noite,24,medio,5k_10k,15,melhorar carreira,8,5,4,0.1727831670993305,0.17906637490882568,0.17446043165467626,10502,1,2026-03-17T17:16:34.564Z
47863,2024-04-05T20:24:16.000Z,instagram_ads,tiktok,v_51,manha,tarde,25,pos,2k_5k,83,mudar de vida,20,6,4,0.1454510563637693,0.1878412813978886,0.16356877323420074,15663,0,2026-03-17T17:16:34.564Z
51223,2024-04-12T15:37:39.000Z,google_ads,instagram,v_62,noite,manha,40,superior,2k_5k,106,crescimento pessoal,15,6,4,0.165126861555433,0.1726568005637773,0.13120567375886524,10256,0,2026-03-17T17:16:34.564Z
54509,2024-04-19T15:42:58.000Z,instagram_ads,indicacao,v_114,manha,manha,33,superior,ate_2k,75,mais disciplina,15,6,4,0.1454510563637693,0.1849563953488372,0.15117719950433706,15663,0,2026-03-17T17:16:34.564Z
57268,2024-04-24T10:14:08.000Z,organico,google,v_45,tarde,tarde,27,tecnico,ate_2k,82,ganhar confiança,10,4,4,0.2067366276849208,0.19240506329113924,0.17782909930715934,7864,0,2026-03-17T17:16:34.564Z
57361,2024-04-24T17:05:42.000Z,instagram_ads,tiktok,v_26,manha,tarde,37,pos,5k_10k,155,crescimento pessoal,17,4,4,0.1454510563637693,0.18507462686567164,0.1575,15644,0,2026-03-17T17:16:34.564Z
58928,2024-04-27T08:12:44.000Z,youtube_ads,instagram,v_62,manha,manha,44,medio,2k_5k,62,crescimento pessoal,8,7,4,0.1727831670993305,0.1726568005637773,0.16333938294010888,10389,0,2026-03-17T17:16:34.564Z
59383,2024-04-28T21:04:49.000Z,youtube_ads,google,v_107,manha,manha,27,tecnico,5k_10k,94,mudar de vida,21,1,4,0.1727831670993305,0.16842847075405215,0.15630885122410546,10486,0,2026-03-17T17:16:34.564Z
62658,2024-05-05T18:22:07.000Z,google_ads,instagram,v_2,manha,noite,40,superior,10k+,78,ganhar confiança,18,1,5,0.165126861555433,0.1882640586797066,0.15771230502599654,10313,1,2026-03-17T17:16:34.564Z
66101,2024-05-12T17:57:49.000Z,youtube_ads,indicacao,v_51,manha,tarde,29,medio,5k_10k,102,ganhar confiança,17,1,5,0.1727831670993305,0.1878412813978886,0.20135363790186125,10486,1,2026-03-17T17:16:34.564Z
73031,2024-05-26T12:03:13.000Z,google_ads,instagram,v_83,noite,tarde,18,tecnico,2k_5k,91,evoluir profissionalmente,12,1,5,0.165126861555433,0.18479827089337175,0.2036036036036036,10313,0,2026-03-17T17:16:34.564Z
76463,2024-06-01T19:48:19.000Z,youtube_ads,google,v_99,tarde,manha,33,superior,5k_10k,99,mais disciplina,19,7,6,0.1727831670993305,0.19070904645476772,0.1890547263681592,10389,0,2026-03-17T17:16:34.564Z
77204,2024-06-03T21:21:08.000Z,youtube_ads,blog,v_98,manha,noite,40,medio,ate_2k,62,organizar rotina,21,2,6,0.1727831670993305,0.1714387974230494,0.16520210896309315,10418,0,2026-03-17T17:16:34.564Z
80026,2024-06-09T09:02:04.000Z,youtube_ads,youtube,v_66,manha,tarde,22,tecnico,5k_10k,141,crescimento pessoal,9,1,6,0.1727831670993305,0.17169879956347764,0.14684014869888476,10486,1,2026-03-17T17:16:34.564Z
83297,2024-06-15T14:37:36.000Z,instagram_ads,google,v_79,tarde,tarde,49,medio,ate_2k,147,mudar de vida,14,7,6,0.1454510563637693,0.18865905848787445,0.15282791817087846,15656,1,2026-03-17T17:16:34.564Z
91952,2024-07-02T11:31:57.000Z,organico,instagram,v_65,tarde,tarde,37,medio,5k_10k,67,melhorar carreira,11,3,7,0.2067366276849208,0.1777301927194861,0.20562770562770563,7816,0,2026-03-17T17:16:34.564Z
94074,2024-07-07T12:59:04.000Z,instagram_ads,indicacao,v_50,tarde,manha,27,medio,ate_2k,55,crescimento pessoal,12,1,7,0.1454510563637693,0.18451519536903038,0.15635939323220538,15573,0,2026-03-17T17:16:34.564Z
99787,2024-07-18T09:11:56.000Z,instagram_ads,tiktok,v_39,tarde,noite,44,superior,ate_2k,17,ganhar confiança,9,5,7,0.1454510563637693,0.184977184977185,0.14030612244897958,15486,0,2026-03-17T17:16:34.564Z
104842,2024-07-28T16:47:35.000Z,google_ads,indicacao,v_72,noite,manha,32,tecnico,ate_2k,108,evoluir profissionalmente,16,1,7,0.165126861555433,0.1653764954257565,0.1446886446886447,10313,0,2026-03-17T17:16:34.564Z
105100,2024-07-29T19:26:50.000Z,youtube_ads,youtube,v_20,noite,noite,36,medio,ate_2k,80,melhorar carreira,19,2,7,0.1727831670993305,0.1817211948790896,0.17122040072859745,10418,0,2026-03-17T17:16:34.564Z
121649,2024-08-31T21:06:56.000Z,youtube_ads,blog,v_87,tarde,manha,32,tecnico,5k_10k,69,mudar de vida,21,7,8,0.1727831670993305,0.17906637490882568,0.17446043165467626,10389,0,2026-03-17T17:16:34.564Z
124385,2024-09-05T10:22:25.000Z,organico,youtube,v_56,manha,noite,31,superior,2k_5k,29,crescimento pessoal,10,5,9,0.2067366276849208,0.1777456647398844,0.2080536912751678,7890,0,2026-03-17T17:16:34.564Z
130823,2024-09-18T09:13:35.000Z,youtube_ads,google,v_94,manha,noite,39,medio,10k+,103,mais disciplina,9,4,9,0.1727831670993305,0.18018967334035826,0.19021739130434784,10378,0,2026-03-17T17:16:34.564Z
134163,2024-09-25T08:50:00.000Z,youtube_ads,indicacao,v_32,tarde,noite,33,tecnico,ate_2k,22,mais disciplina,8,4,9,0.1727831670993305,0.17406876790830947,0.15384615384615385,10378,0,2026-03-17T17:16:34.564Z
136276,2024-09-29T10:30:29.000Z,indicacao,indicacao,v_13,manha,noite,28,superior,2k_5k,96,melhorar carreira,10,1,9,0.2438997722095672,0.1813323833273958,0.2685851318944844,7765,1,2026-03-17T17:16:34.564Z
139464,2024-10-05T13:44:28.000Z,google_ads,instagram,v_78,tarde,noite,31,superior,5k_10k,125,organizar rotina,13,7,10,0.165126861555433,0.17721518987341772,0.16387337057728119,10349,1,2026-03-17T17:16:34.564Z
142325,2024-10-11T21:40:45.000Z,organico,youtube,v_51,noite,tarde,41,medio,ate_2k,132,mais disciplina,21,6,10,0.2067366276849208,0.1878412813978886,0.20544554455445543,7788,0,2026-03-17T17:16:34.564Z
145283,2024-10-17T10:34:06.000Z,organico,instagram,v_58,tarde,manha,40,medio,5k_10k,87,organizar rotina,10,5,10,0.2067366276849208,0.16472663139329807,0.18620689655172415,7890,1,2026-03-17T17:16:34.564Z
148853,2024-10-24T17:24:51.000Z,youtube_ads,google,v_47,tarde,tarde,18,pos,10k+,107,mudar de vida,17,5,10,0.1727831670993305,0.196459562651857,0.21368948247078465,10502,0,2026-03-17T17:16:34.564Z
155328,2024-11-06T13:11:49.000Z,youtube_ads,tiktok,v_103,noite,tarde,33,medio,2k_5k,120,mais disciplina,13,4,11,0.1727831670993305,0.18252290345313602,0.18150087260034903,10378,0,2026-03-17T17:16:34.564Z
156385,2024-11-08T21:26:20.000Z,youtube_ads,google,v_47,noite,tarde,18,medio,ate_2k,64,crescimento pessoal,21,6,11,0.1727831670993305,0.196459562651857,0.21368948247078465,10424,1,2026-03-17T17:16:34.564Z
164285,2024-11-24T21:18:55.000Z,google_ads,blog,v_47,manha,noite,33,medio,2k_5k,136,mais disciplina,21,1,11,0.165126861555433,0.196459562651857,0.19661016949152543,10313,0,2026-03-17T17:16:34.564Z
167171,2024-11-30T09:25:45.000Z,youtube_ads,instagram,v_24,tarde,tarde,41,superior,5k_10k,86,organizar rotina,9,7,11,0.1727831670993305,0.19044196909809558,0.1956521739130435,10389,0,2026-03-17T17:16:34.564Z
171687,2024-12-09T08:52:23.000Z,organico,instagram,v_1,noite,manha,26,tecnico,2k_5k,118,mais disciplina,8,2,12,0.2067366276849208,0.180386542591267,0.22340425531914893,7968,0,2026-03-17T17:16:34.564Z
179928,2024-12-25T16:37:16.000Z,youtube_ads,blog,v_38,tarde,manha,22,medio,ate_2k,104,organizar rotina,16,4,12,0.1727831670993305,0.1700921332388377,0.1636029411764706,10378,1,2026-03-17T17:16:34.564Z
180250,2024-12-26T18:45:30.000Z,instagram_ads,youtube,v_126,noite,tarde,34,tecnico,5k_10k,115,mais disciplina,18,5,12,0.1454510563637693,0.1780721118469463,0.15222772277227722,15486,0,2026-03-17T17:16:34.564Z
187338,2025-01-09T11:36:14.000Z,instagram_ads,youtube,v_62,manha,noite,36,tecnico,2k_5k,91,evoluir profissionalmente,11,5,1,0.1454510563637693,0.1726568005637773,0.14840182648401826,15486,0,2026-03-17T17:16:34.564Z
188337,2025-01-11T09:02:39.000Z,instagram_ads,google,v_61,noite,noite,36,medio,2k_5k,62,mais disciplina,9,7,1,0.1454510563637693,0.16513437057991515,0.1353211009174312,15656,0,2026-03-17T17:16:34.564Z
191188,2025-01-17T14:42:38.000Z,indicacao,blog,v_66,noite,noite,24,medio,5k_10k,79,mudar de vida,14,6,1,0.2438997722095672,0.17169879956347764,0.24885844748858446,7869,0,2026-03-17T17:16:34.564Z
196392,2025-01-27T15:50:41.000Z,google_ads,tiktok,v_22,noite,noite,29,pos,ate_2k,73,evoluir profissionalmente,15,2,1,0.165126861555433,0.17655417406749557,0.16302521008403362,10415,1,2026-03-17T17:16:34.564Z
202208,2025-02-08T14:59:24.000Z,instagram_ads,indicacao,v_111,tarde,tarde,41,tecnico,2k_5k,126,crescimento pessoal,14,7,2,0.1454510563637693,0.18674490852606143,0.16745283018867924,15656,0,2026-03-17T17:16:34.564Z
205833,2025-02-15T20:58:17.000Z,youtube_ads,google,v_82,tarde,noite,35,medio,10k+,52,mudar de vida,20,7,2,0.1727831670993305,0.17341040462427745,0.16883116883116883,10389,0,2026-03-17T17:16:34.564Z
213534,2025-03-03T22:14:11.000Z,organico,indicacao,v_26,noite,tarde,34,medio,10k+,58,ganhar confiança,22,2,3,0.2067366276849208,0.18507462686567164,0.21963824289405684,7968,0,2026-03-17T17:16:34.564Z
214217,2025-03-04T12:55:42.000Z,indicacao,blog,v_104,tarde,noite,36,superior,5k_10k,105,mudar de vida,12,3,3,0.2438997722095672,0.18248429867411026,0.2643171806167401,7890,0,2026-03-17T17:16:34.564Z
215182,2025-03-06T13:25:18.000Z,organico,indicacao,v_90,tarde,noite,21,pos,2k_5k,105,crescimento pessoal,13,5,3,0.2067366276849208,0.1857451403887689,0.21103117505995203,7890,1,2026-03-17T17:16:34.564Z
223127,2025-03-22T12:56:22.000Z,indicacao,youtube,v_117,tarde,noite,27,superior,ate_2k,126,ganhar confiança,12,7,3,0.2438997722095672,0.18823529411764706,0.25635103926096997,7812,1,2026-03-17T17:16:34.564Z
224408,2025-03-24T12:07:26.000Z,google_ads,tiktok,v_78,noite,manha,31,medio,2k_5k,66,evoluir profissionalmente,12,2,3,0.165126861555433,0.17721518987341772,0.16387337057728119,10415,0,2026-03-17T17:16:34.564Z
232858,2025-04-10T13:52:57.000Z,youtube_ads,blog,v_25,noite,noite,43,medio,2k_5k,53,evoluir profissionalmente,13,5,4,0.1727831670993305,0.17986918604651161,0.15034965034965034,10502,0,2026-03-17T17:16:34.564Z
233681,2025-04-12T08:39:41.000Z,google_ads,blog,v_31,manha,tarde,48,pos,2k_5k,63,melhorar carreira,8,7,4,0.165126861555433,0.16819571865443425,0.16243654822335024,10349,0,2026-03-17T17:16:34.564Z
235007,2025-04-15T15:05:10.000Z,youtube_ads,instagram,v_37,noite,manha,38,superior,2k_5k,97,ganhar confiança,15,3,4,0.1727831670993305,0.18403547671840353,0.16068052930056712,10593,0,2026-03-17T17:16:34.564Z
236034,2025-04-17T10:17:07.000Z,youtube_ads,google,v_51,noite,tarde,31,superior,10k+,117,mudar de vida,10,5,4,0.1727831670993305,0.1878412813978886,0.20135363790186125,10502,0,2026-03-17T17:16:34.564Z
238522,2025-04-22T17:11:57.000Z,instagram_ads,google,v_126,tarde,manha,37,medio,5k_10k,94,mudar de vida,17,3,4,0.1454510563637693,0.1780721118469463,0.15222772277227722,15728,0,2026-03-17T17:16:34.564Z
239362,2025-04-23T17:20:55.000Z,google_ads,indicacao,v_117,tarde,manha,39,superior,ate_2k,85,mais disciplina,17,4,4,0.165126861555433,0.18823529411764706,0.17582417582417584,10341,0,2026-03-17T17:16:34.564Z
240048,2025-04-25T21:50:13.000Z,google_ads,youtube,v_107,tarde,noite,48,tecnico,2k_5k,25,organizar rotina,21,6,4,0.165126861555433,0.16842847075405215,0.1641025641025641,10256,0,2026-03-17T17:16:34.564Z
244581,2025-05-04T22:15:40.000Z,indicacao,instagram,v_122,tarde,manha,44,medio,5k_10k,95,organizar rotina,22,1,5,0.2438997722095672,0.1823301654347061,0.24168514412416853,7765,0,2026-03-17T17:16:34.564Z
250813,2025-05-16T15:52:07.000Z,instagram_ads,google,v_50,manha,manha,31,pos,5k_10k,99,crescimento pessoal,15,6,5,0.1454510563637693,0.18451519536903038,0.15635939323220538,15663,0,2026-03-17T17:16:34.564Z
253245,2025-05-21T19:10:55.000Z,instagram_ads,tiktok,v_65,manha,manha,34,pos,5k_10k,82,crescimento pessoal,19,4,5,0.1454510563637693,0.1777301927194861,0.13598074608904934,15644,0,2026-03-17T17:16:34.564Z
255049,2025-05-25T16:37:41.000Z,organico,youtube,v_4,noite,noite,37,pos,ate_2k,53,ganhar confiança,16,1,5,0.2067366276849208,0.18339978252990213,0.1966019417475728,7863,0,2026-03-17T17:16:34.564Z
256460,2025-05-27T12:42:08.000Z,google_ads,instagram,v_79,noite,noite,42,medio,ate_2k,69,mais disciplina,12,3,5,0.165126861555433,0.18865905848787445,0.14664310954063603,10473,0,2026-03-17T17:16:34.564Z
259803,2025-06-03T19:52:06.000Z,indicacao,indicacao,v_129,manha,noite,42,superior,ate_2k,106,mais disciplina,19,3,6,0.2438997722095672,0.1781011781011781,0.24821002386634844,7890,0,2026-03-17T17:16:34.564Z
262017,2025-06-08T10:01:02.000Z,indicacao,google,v_4,tarde,manha,40,superior,ate_2k,114,crescimento pessoal,10,1,6,0.2438997722095672,0.18339978252990213,0.29850746268656714,7765,0,2026-03-17T17:16:34.564Z
263764,2025-06-11T19:27:34.000Z,google_ads,tiktok,v_96,noite,noite,23,superior,2k_5k,26,ganhar confiança,19,4,6,0.165126861555433,0.1812970261554998,0.16820702402957485,10341,1,2026-03-17T17:16:34.564Z
264291,2025-06-12T11:42:33.000Z,youtube_ads,blog,v_55,tarde,tarde,28,superior,5k_10k,53,mais disciplina,11,5,6,0.1727831670993305,0.17476072314781993,0.18229166666666666,10502,0,2026-03-17T17:16:34.564Z
265429,2025-06-14T14:27:38.000Z,instagram_ads,indicacao,v_57,manha,noite,22,superior,5k_10k,58,organizar rotina,14,7,6,0.1454510563637693,0.17720588235294119,0.13449564134495642,15656,0,2026-03-17T17:16:34.564Z
267806,2025-06-19T17:00:13.000Z,indicacao,indicacao,v_45,tarde,noite,45,superior,10k+,50,mais disciplina,17,5,6,0.2438997722095672,0.19240506329113924,0.28433734939759037,7749,0,2026-03-17T17:16:34.564Z
268626,2025-06-21T17:27:36.000Z,youtube_ads,google,v_1,noite,noite,28,superior,ate_2k,15,ganhar confiança,17,7,6,0.1727831670993305,0.180386542591267,0.15675675675675677,10389,0,2026-03-17T17:16:34.564Z
269093,2025-06-22T11:21:12.000Z,google_ads,blog,v_92,tarde,manha,31,tecnico,2k_5k,73,melhorar carreira,11,1,6,0.165126861555433,0.1719409282700422,0.159369527145359,10313,0,2026-03-17T17:16:34.564Z
274516,2025-07-03T21:55:59.000Z,instagram_ads,indicacao,v_126,manha,noite,39,superior,2k_5k,28,melhorar carreira,21,5,7,0.1454510563637693,0.1780721118469463,0.15222772277227722,15486,0,2026-03-17T17:16:34.564Z
274829,2025-07-03T11:18:02.000Z,youtube_ads,tiktok,v_35,manha,manha,43,medio,ate_2k,84,crescimento pessoal,11,5,7,0.1727831670993305,0.17621621621621622,0.16030534351145037,10502,0,2026-03-17T17:16:34.564Z
277388,2025-07-08T16:55:30.000Z,indicacao,tiktok,v_58,tarde,noite,35,tecnico,2k_5k,112,crescimento pessoal,16,3,7,0.2438997722095672,0.16472663139329807,0.22041763341067286,7890,0,2026-03-17T17:16:34.564Z
278817,2025-07-11T08:40:37.000Z,instagram_ads,tiktok,v_51,tarde,noite,21,tecnico,5k_10k,119,crescimento pessoal,8,6,7,0.1454510563637693,0.1878412813978886,0.16356877323420074,15663,0,2026-03-17T17:16:34.564Z
283860,2025-07-21T08:49:39.000Z,youtube_ads,youtube,v_94,manha,tarde,32,medio,ate_2k,52,ganhar confiança,8,2,7,0.1727831670993305,0.18018967334035826,0.19021739130434784,10418,0,2026-03-17T17:16:34.564Z
284928,2025-07-23T21:01:39.000Z,google_ads,google,v_83,noite,manha,35,medio,2k_5k,44,crescimento pessoal,21,4,7,0.165126861555433,0.18479827089337175,0.2036036036036036,10341,0,2026-03-17T17:16:34.564Z
285928,2025-07-25T18:44:31.000Z,google_ads,tiktok,v_70,tarde,manha,18,tecnico,ate_2k,26,organizar rotina,18,6,7,0.165126861555433,0.16926898509581265,0.1563573883161512,10256,0,2026-03-17T17:16:34.564Z
286330,2025-07-26T20:10:16.000Z,google_ads,youtube,v_47,manha,noite,32,medio,5k_10k,15,mudar de vida,20,7,7,0.165126861555433,0.196459562651857,0.19661016949152543,10349,0,2026-03-17T17:16:34.564Z
292729,2025-08-08T18:25:39.000Z,instagram_ads,instagram,v_56,noite,noite,19,medio,ate_2k,96,ganhar confiança,18,6,8,0.1454510563637693,0.1777456647398844,0.14158163265306123,15663,0,2026-03-17T17:16:34.564Z
293816,2025-08-10T10:26:39.000Z,google_ads,blog,v_27,noite,tarde,22,medio,ate_2k,176,mudar de vida,10,1,8,0.165126861555433,0.17920277296360484,0.15862068965517243,10313,0,2026-03-17T17:16:34.564Z
302146,2025-08-27T10:36:15.000Z,youtube_ads,tiktok,v_90,noite,tarde,28,medio,2k_5k,181,mais disciplina,10,4,8,0.1727831670993305,0.1857451403887689,0.18525519848771266,10378,0,2026-03-17T17:16:34.564Z
304435,2025-08-31T21:19:48.000Z,instagram_ads,google,v_45,noite,noite,18,medio,10k+,74,mais disciplina,21,1,8,0.1454510563637693,0.19240506329113924,0.16004813477737664,15573,0,2026-03-17T17:16:34.564Z
305714,2025-09-03T17:00:59.000Z,instagram_ads,tiktok,v_22,manha,noite,26,medio,2k_5k,68,evoluir profissionalmente,17,4,9,0.1454510563637693,0.17655417406749557,0.15393386545039908,15644,0,2026-03-17T17:16:34.564Z
306224,2025-09-04T15:50:53.000Z,indicacao,google,v_44,noite,manha,30,medio,2k_5k,66,ganhar confiança,15,5,9,0.2438997722095672,0.17033993276055287,0.2376237623762376,7749,0,2026-03-17T17:16:34.564Z
312324,2025-09-16T22:00:37.000Z,google_ads,indicacao,v_110,tarde,tarde,43,medio,2k_5k,132,organizar rotina,22,3,9,0.165126861555433,0.1619644723092999,0.12786885245901639,10473,0,2026-03-17T17:16:34.564Z
314286,2025-09-20T12:19:11.000Z,instagram_ads,google,v_36,noite,noite,35,superior,ate_2k,71,evoluir profissionalmente,12,7,9,0.1454510563637693,0.18162544169611308,0.1588785046728972,15656,0,2026-03-17T17:16:34.564Z
315326,2025-09-22T20:10:24.000Z,organico,youtube,v_130,noite,noite,32,superior,5k_10k,78,melhorar carreira,20,2,9,0.2067366276849208,0.18696581196581197,0.21464646464646464,7968,0,2026-03-17T17:16:34.564Z
316468,2025-09-24T11:16:55.000Z,instagram_ads,blog,v_57,noite,noite,34,pos,ate_2k,116,mudar de vida,11,4,9,0.1454510563637693,0.17720588235294119,0.13449564134495642,15644,0,2026-03-17T17:16:34.564Z
316469,2025-09-24T13:21:57.000Z,instagram_ads,blog,v_36,noite,noite,42,medio,ate_2k,115,mudar de vida,13,4,9,0.1454510563637693,0.18162544169611308,0.1588785046728972,15644,0,2026-03-17T17:16:34.564Z
323407,2025-10-08T20:38:22.000Z,google_ads,google,v_119,manha,manha,26,medio,5k_10k,17,evoluir profissionalmente,20,4,10,0.165126861555433,0.1848101265822785,0.17989417989417988,10341,0,2026-03-17T17:16:34.564Z
323964,2025-10-09T08:36:33.000Z,organico,instagram,v_28,manha,tarde,43,superior,5k_10k,147,organizar rotina,8,5,10,0.2067366276849208,0.18236120871398454,0.22146118721461186,7890,1,2026-03-17T17:16:34.564Z
332618,2025-10-27T15:01:24.000Z,youtube_ads,indicacao,v_8,noite,noite,23,tecnico,ate_2k,88,evoluir profissionalmente,15,2,10,0.1727831670993305,0.1880766501064585,0.17832167832167833,10418,1,2026-03-17T17:16:34.564Z
332837,2025-10-27T12:13:56.000Z,instagram_ads,google,v_22,manha,manha,34,superior,2k_5k,51,mudar de vida,12,2,10,0.1454510563637693,0.17655417406749557,0.15393386545039908,15682,0,2026-03-17T17:16:34.564Z
333630,2025-10-29T18:43:08.000Z,instagram_ads,google,v_103,noite,noite,33,medio,5k_10k,117,mais disciplina,18,4,10,0.1454510563637693,0.18252290345313602,0.14733178654292342,15644,0,2026-03-17T17:16:34.564Z
344040,2025-11-19T09:54:37.000Z,organico,indicacao,v_6,tarde,noite,20,medio,2k_5k,15,evoluir profissionalmente,9,4,11,0.2067366276849208,0.19815012451085023,0.22807017543859648,7864,0,2026-03-17T17:16:34.564Z
347745,2025-11-26T16:41:40.000Z,instagram_ads,instagram,v_82,manha,noite,27,pos,5k_10k,124,melhorar carreira,16,4,11,0.1454510563637693,0.17341040462427745,0.14487179487179488,15644,1,2026-03-17T17:16:34.564Z
352643,2025-12-06T16:59:48.000Z,indicacao,youtube,v_9,manha,noite,44,superior,ate_2k,51,mudar de vida,16,7,12,0.2438997722095672,0.1676300578034682,0.23267326732673269,7812,0,2026-03-17T17:16:34.564Z
356280,2025-12-13T22:00:27.000Z,instagram_ads,google,v_125,noite,tarde,43,superior,2k_5k,106,mais disciplina,22,7,12,0.1454510563637693,0.17618384401114207,0.13157894736842105,15656,0,2026-03-17T17:16:34.564Z
358798,2025-12-18T13:08:58.000Z,youtube_ads,blog,v_65,tarde,tarde,39,superior,ate_2k,100,mudar de vida,13,5,12,0.1727831670993305,0.1777301927194861,0.1752767527675277,10502,0,2026-03-17T17:16:34.564Z
361637,2025-12-24T16:18:25.000Z,organico,google,v_77,noite,noite,33,superior,ate_2k,113,melhorar carreira,16,4,12,0.2067366276849208,0.18523775727466288,0.23222748815165878,7864,0,2026-03-17T17:16:34.564Z
362018,2025-12-25T12:34:56.000Z,instagram_ads,youtube,v_91,noite,noite,28,superior,ate_2k,81,crescimento pessoal,12,5,12,0.1454510563637693,0.18396226415094338,0.1493975903614458,15486,0,2026-03-17T17:16:34.564Z
364198,2025-12-29T17:37:34.000Z,google_ads,tiktok,v_106,manha,manha,37,medio,2k_5k,54,ganhar confiança,17,2,12,0.165126861555433,0.1827279466271312,0.1920152091254753,10415,0,2026-03-17T17:16:34.564Z
364811,2025-12-30T14:27:16.000Z,google_ads,instagram,v_130,noite,manha,31,superior,5k_10k,147,ganhar confiança,14,3,12,0.165126861555433,0.18696581196581197,0.15454545454545454,10473,0,2026-03-17T17:16:34.564Z
9839,2024-01-20T21:53:11.000Z,google_ads,youtube,v_19,manha,tarde,24,pos,10k+,61,organizar rotina,21,7,1,0.165126861555433,0.1791153009427121,0.17490494296577946,10349,1,2026-03-17T17:16:34.564Z
15249,2024-01-31T17:42:49.000Z,youtube_ads,google,v_106,tarde,tarde,34,superior,ate_2k,20,organizar rotina,17,4,1,0.1727831670993305,0.1827279466271312,0.18213058419243985,10378,0,2026-03-17T17:16:34.564Z
25885,2024-02-21T16:58:09.000Z,indicacao,youtube,v_58,noite,noite,27,medio,2k_5k,82,evoluir profissionalmente,16,4,2,0.2438997722095672,0.16472663139329807,0.22041763341067286,7773,0,2026-03-17T17:16:34.564Z
29048,2024-02-28T20:07:12.000Z,instagram_ads,instagram,v_87,tarde,manha,29,tecnico,5k_10k,100,organizar rotina,20,4,2,0.1454510563637693,0.17906637490882568,0.1282367447595561,15644,1,2026-03-17T17:16:34.564Z
32215,2024-03-05T17:01:48.000Z,google_ads,youtube,v_1,manha,noite,32,medio,2k_5k,139,ganhar confiança,17,3,3,0.165126861555433,0.180386542591267,0.1654275092936803,10473,0,2026-03-17T17:16:34.564Z
42335,2024-03-25T22:09:35.000Z,google_ads,blog,v_117,noite,noite,30,medio,2k_5k,139,ganhar confiança,22,2,3,0.165126861555433,0.18823529411764706,0.17582417582417584,10415,0,2026-03-17T17:16:34.564Z
44404,2024-03-29T19:04:13.000Z,google_ads,instagram,v_105,tarde,manha,24,superior,10k+,71,melhorar carreira,19,6,3,0.165126861555433,0.18466898954703834,0.17294520547945205,10256,0,2026-03-17T17:16:34.564Z
44800,2024-03-30T13:35:42.000Z,organico,indicacao,v_76,manha,tarde,42,medio,ate_2k,97,mudar de vida,13,7,3,0.2067366276849208,0.1757728253055356,0.23058823529411765,7794,0,2026-03-17T17:16:34.564Z
54982,2024-04-19T09:53:44.000Z,organico,instagram,v_9,noite,manha,38,medio,2k_5k,43,organizar rotina,9,6,4,0.2067366276849208,0.1676300578034682,0.20833333333333334,7788,0,2026-03-17T17:16:34.564Z
59602,2024-04-29T17:31:07.000Z,youtube_ads,indicacao,v_90,tarde,tarde,18,superior,ate_2k,70,ganhar confiança,17,2,4,0.1727831670993305,0.1857451403887689,0.18525519848771266,10418,0,2026-03-17T17:16:34.564Z
59895,2024-04-29T18:52:54.000Z,youtube_ads,youtube,v_29,manha,noite,38,superior,5k_10k,42,mais disciplina,18,2,4,0.1727831670993305,0.1807145334720777,0.17689530685920576,10418,0,2026-03-17T17:16:34.564Z
60280,2024-04-30T14:04:31.000Z,organico,instagram,v_3,manha,tarde,29,superior,ate_2k,31,mudar de vida,14,3,4,0.2067366276849208,0.16727672035139093,0.17480719794344474,7816,0,2026-03-17T17:16:34.564Z
60985,2024-05-01T22:10:30.000Z,instagram_ads,indicacao,v_22,tarde,noite,27,medio,5k_10k,69,mais disciplina,22,4,5,0.1454510563637693,0.17655417406749557,0.15393386545039908,15644,0,2026-03-17T17:16:34.564Z
61662,2024-05-03T14:50:59.000Z,youtube_ads,youtube,v_66,manha,noite,47,superior,2k_5k,34,ganhar confiança,14,6,5,0.1727831670993305,0.17169879956347764,0.14684014869888476,10424,1,2026-03-17T17:16:34.564Z
62336,2024-05-04T08:56:34.000Z,google_ads,youtube,v_73,manha,noite,27,superior,ate_2k,118,evoluir profissionalmente,8,7,5,0.165126861555433,0.18668122270742357,0.18100358422939067,10349,0,2026-03-17T17:16:34.564Z
63146,2024-05-06T17:59:47.000Z,instagram_ads,tiktok,v_27,manha,tarde,18,tecnico,5k_10k,34,melhorar carreira,17,2,5,0.1454510563637693,0.17920277296360484,0.15555555555555556,15682,0,2026-03-17T17:16:34.564Z
63760,2024-05-07T09:00:00.000Z,google_ads,blog,v_19,manha,tarde,38,medio,ate_2k,190,organizar rotina,9,3,5,0.165126861555433,0.1791153009427121,0.17490494296577946,10473,0,2026-03-17T17:16:34.564Z
